,id,age,gender,activities,bike,run,swim,other,1s_critical_power,15s_critical_power,2m_critical_power,3m_critical_power,5m_critical_power,8m_critical_power,10m_critical_power,20m_critical_power,30m_critical_power,1m_peak_wpk,5m_peak_wpk,10m_peak_wpk,20m_peak_wpk,30m_peak_wpk,weightkg,weightstd,W,CP,Pmax,CP WPK,W WPK,Pmax WPK
15,ae98190b-a646-43f1-ade7-f7cc3290b42b,0,M,168,85,0,0,83,883.0,526.26667,306.89167000000003,306.32777999999996,305.59,267.375,263.85332999999997,254.22917,246.60443999999998,6.23618,4.737830000000001,4.09075,3.9415400000000003,3.82332,64.5,0.0,10977.38112274959,245.1042593126023,883.0,3.8000660358542993,170.1919553914665,13.689922480620154
16,6b67ac81-ede8-4a3b-9071-eed7b6e062b6,0,M,137,127,0,0,10,992.0,755.6,383.825,364.08889,320.27667,305.92708,302.405,278.17167,270.56111,6.6745399999999995,4.44829,4.200069999999999,3.8635,3.75779,72.0,0.0,20611.048625204567,262.27065369885435,992.0,3.6426479680396437,286.2645642389523,13.777777777777779
18,7e31b5df-c37b-4f9f-a6d3-400a2403dcd9,58,M,491,169,97,187,38,713.0,645.0,297.68332999999996,262.93889,247.30667000000003,239.03332999999998,235.85833,213.01833,204.64389,5.80773,3.58415,3.29872,3.08722,2.87837,70.24745417515275,1.2512722649603736,15280.984222585932,202.4707543535188,713.0,2.882250420758092,217.53079029006255,10.149834017076671
19,d9561e30-73cb-424a-8851-f1370d1ec9f1,50,M,611,610,0,0,1,1369.0,735.6,302.89167000000003,292.22222,273.50667000000004,267.78333,267.2,258.88583,253.14167,6.4195400000000005,4.71563,4.6069,4.46355,4.36451,58.0,0.0,7462.715901800315,252.95452454991815,1369.0,4.361284906033071,128.6675155482813,23.603448275862068
20,beb08e71-2bf7-4eae-869f-2cafcd315b1c,86,M,70,70,0,0,0,461.0,362.06667000000004,197.14167,191.23333,183.97,182.76458,181.86333,165.09167,146.61611000000002,3.3037,2.55514,2.52588,2.29294,2.03633,72.0,0.0,9551.680890343705,159.01230741407528,461.0,2.2085042696399344,132.66223458810703,6.402777777777778
21,86327876-a4f1-4614-8e5d-1d23d30c8e02,44,M,1125,1046,2,0,77,1217.0,917.1333300000001,429.4,385.27778,341.13,310.02083,302.67167,281.9375,267.43667,9.12682,5.33016,4.72924,4.40527,4.1787,64.0,0.0,22423.83652045828,263.5742498854337,1217.0,4.118347654459901,350.37244563216063,19.015625
22,f4c77db8-8ea5-43fe-b6c2-c4f0eb4b5d90,33,M,1061,927,1,0,133,1460.0,808.93333,455.81667000000004,432.24444000000005,367.37332999999995,340.46667,335.9,315.99332999999996,304.66444,9.253689999999999,6.2769,5.84174,5.543740000000001,5.21464,58.95183788878417,1.42811688786082,23308.1456955811,296.2306561047462,1460.0,5.024960488315926,395.376065111883,24.765979353423536
24,08ddcdc4-43d9-46c4-8a0c-90d1f9faa924,62,M,203,0,0,0,203,1930.0,408.31093,323.70592,289.96682000000004,223.00462000000002,246.02292000000003,220.79519,218.56301000000002,215.06568,5.14409,3.30005,3.2469900000000003,3.2141599999999997,3.16273,66.98462561576355,1.2277112279125597,15108.512651391153,205.1234571522095,1930.0,3.0622468255452584,225.55194587570634,28.812581726900202
25,5afc6537-7d34-4302-874c-8a8d8389b821,25,M,764,190,322,55,197,1178.0,757.6666700000001,413.1,394.95556,389.83,383.0375,379.47667,328.76667000000003,316.38389,7.151210000000001,5.23965,5.10049,4.4189099999999994,4.25247,74.59540575916229,0.5903394121294236,27337.132075286412,312.1168611783961,1178.0,4.184129813384116,366.47206080689074,15.791857259993662
26,7c259ed0-6ba5-4625-8c00-f4cceef94594,68,M,291,157,0,0,134,772.0,429.86667,289.275,282.59443999999996,272.2,265.32707999999997,263.605,257.445,243.33167000000003,4.31764,3.7046099999999997,3.5876300000000003,3.5038,3.3117199999999998,72.66895859106529,1.1688737920478345,5837.128065466444,252.8343436333879,772.0,3.4792619646055325,80.32491697471669,10.623518142654628
27,9c26a38f-b969-48b1-a0f1-c039e16a8d3e,57,M,240,240,0,0,0,975.6469999999999,559.25207,311.1,277.74444,240.66597000000002,231.79207999999997,207.06713,201.63019,197.86264,5.45046,3.19625,2.68532,2.61481,2.56596,78.42612291666666,1.8406503075873983,16765.998765957425,187.14906851063833,975.6469999999999,2.386310345973593,213.78079321570561,12.440331916403599
28,f9f0cbe9-3283-4c77-92b6-e0b4d6ede170,31,M,185,178,7,0,0,1314.0,2498.53333,471.25833,425.22778,370.04,327.92082999999997,317.85667,299.10458,296.89861,10.757489999999999,5.3629,4.6066199999999995,4.33485,4.30288,69.0,0.0,25267.961705401016,277.4433536497545,1314.0,4.020918168837022,366.20234355653645,19.043478260869566
29,5f29f9cf-1c62-4ca9-9130-981ee8ce126a,23,M,6,6,0,0,0,1382.0,947.26667,438.41667,385.28889,322.02333,307.57917000000003,302.005,293.52167000000003,259.23167,6.34795,4.4112800000000005,4.13705,4.02084,3.5511199999999996,73.0,0.0,16229.094098199683,278.6596054500818,1382.0,3.817254869179203,222.3163575095847,18.931506849315067
31,9ab29206-b810-4b34-9fa0-12e11c3d6d3e,34,M,214,7,207,0,0,1044.0,947.5333300000001,499.2,484.98889,477.20333,475.10417,472.19167000000004,441.19083,396.56889,8.45614,6.27899,6.21305,5.80514,5.21801,76.0,0.0,17295.799993453373,430.45073163666126,1044.0,5.663825416271859,227.57631570333385,13.736842105263158
32,e20510a9-9faf-412c-997c-959a5d1e2876,29,M,254,254,0,0,0,1411.0,1155.0,562.75833,492.09444,432.01333,397.5375,391.39333,383.6425,335.065,9.94583,5.95266,5.39297,5.286169999999999,4.61682,72.57478047244099,3.043367105529448e-06,18292.455505728285,366.4358435679215,1411.0,5.049079600138358,252.04975318767276,19.442015405555413
33,7caed443-daae-49a7-b4cc-161279f545ad,45,M,301,301,0,0,0,1887.0,811.46667,384.53333,344.9,330.65,277.84375,272.68667,240.26082999999997,231.925,8.49958,5.56457,4.589090000000001,4.0433900000000005,3.90311,59.42060000000001,7.11725988429479e-15,26295.86139770865,220.40185057283142,1887.0,3.709182515370619,442.5377966178168,31.75666351400019
34,d961bfd3-f6ae-4dbf-9121-76541103c8b0,47,M,1171,1148,0,0,23,1119.0,873.08333,374.8,337.74126,307.10513,283.66875,282.93332999999996,266.66333,249.36,8.3559,5.1908,4.65493,4.38725,4.274430000000001,60.37038044406491,0.8971144528693938,15300.091198035982,254.2723804909984,1119.0,4.211873084460515,253.43705117465686,18.535579729148623
35,3a74d290-f9d1-4978-96df-cae296af907a,45,M,194,103,90,0,1,975.0,601.26667,327.45833,293.60556,278.05667,245.18957999999998,240.94667,227.44,221.50832999999997,5.87357,3.97224,3.4421,3.24914,3.1644,70.0,0.0,14349.776258592494,215.70605535188216,975.0,3.0815150764554593,204.99680369417848,13.928571428571429
41,95a4a4e8-bbe1-4279-8b56-ade431011c4e,42,M,18,0,0,0,18,862.0,444.93332999999996,326.40833,325.75,287.74,271.6,264.11832999999996,254.90332999999998,238.53556,5.59706,4.23147,3.88409,3.7485800000000005,3.50788,68.0,0.0,14080.745764320774,242.6971589198036,862.0,3.5690758664677,207.0697906517761,12.676470588235293
42,9c8f7c09-0ed0-4b34-97d5-332c224cbe85,33,M,222,161,0,5,56,1562.0,1072.73333,405.19167000000004,372.86111,316.87,300.90417,298.91832999999997,270.78417,265.60611,7.9254,4.72971,4.46176,4.0418199999999995,3.9645300000000003,66.99559,0.0,23832.839587561408,252.2396931096563,1562.0,3.7650193558957574,355.73743865172924,23.314967447857388
43,fa7ecbae-80f0-4b94-818d-c9c6c8175ffb,31,M,1305,641,566,95,3,909.0,1587.6666699999998,392.78333,349.41111,330.01333,317.64167000000003,316.28167,302.9775,289.31833,7.938,4.82123,4.62062,4.41336,4.2144,71.25312413793105,2.3693373241781344,11107.654055646504,294.4200760883797,909.0,4.132030414813031,155.89006362927222,12.75733535894324
44,ce5e0978-e1bb-414b-9257-06413bccf12b,67,M,1058,914,72,0,72,1114.03509,655.2,334.5,308.56667000000004,274.64667000000003,265.25625,255.88332999999997,236.07582999999997,223.93444,5.90099,3.7845699999999995,3.52601,3.25307,3.05567,73.64443525519849,5.9095936858421565,18396.970428805274,221.99110279869066,1114.03509,3.014363570437191,249.80801828481196,15.127213429494816
45,cfd78f35-acfc-48c3-9b17-5c7418e78009,0,M,234,223,0,0,11,1343.0,754.3333299999999,350.66667,312.50556,292.65667,275.61458,259.41667,235.015,228.88889,4.94433,3.3604,2.97873,2.69854,2.6282,87.08973,0.0,21993.010301145667,218.7975447135843,1343.0,2.5123231489359803,252.5327647834672,15.4208768358795
46,9861246f-a5e2-4cb5-8249-37f188810723,36,M,772,696,1,0,75,860.0,768.93333,415.05832999999996,391.82222,347.78667,325.94375,323.31,295.93208,284.64027999999996,7.1531,4.968380000000001,4.61871,4.2276,4.06629,70.0,0.0,22870.759914893628,278.29368127659575,860.0,3.9756240182370823,326.72514164133753,12.285714285714286
47,a5814d4e-ffa7-4641-9156-7a468235625e,0,M,585,378,0,0,207,1040.0,661.4,302.0,290.18332999999996,245.77,230.96457999999998,230.04833,224.89583,203.64556000000002,6.22463,3.6682099999999997,3.43356,3.35665,3.0394900000000002,67.0,0.0,10647.932896890328,214.80010577741407,1040.0,3.2059717280211055,158.92437159537803,15.522388059701493
48,725da891-0b0d-4a4b-9bbe-c7bff70e24c6,48,M,775,737,3,1,34,1160.0,899.0666699999999,432.80832999999996,378.86667,355.91333,321.80832999999996,311.49332999999996,295.685,288.04222000000004,8.30922,5.08019,4.480180000000001,4.25151,4.13189,69.9967104516129,0.9415525629334732,18585.717761047446,280.5037097381342,1160.0,4.007384174604033,265.5227315845838,16.572207358256943
49,0031326c-e796-4f35-8f25-d3937edca90f,0,M,746,670,0,0,76,1145.0,748.53333,325.30832999999996,307.93332999999996,295.61667,259.9,255.83832999999998,239.53582999999998,205.83667,5.07798,3.6495900000000003,3.1585,2.95723,2.5411900000000003,81.0,0.0,15596.41308019645,227.1302199509001,1145.0,2.8040767895172856,192.54830963205492,14.135802469135802
50,01843f3a-8883-4a76-a60f-223c92ff7ef1,36,F,193,167,16,6,4,680.0,613.3333299999999,285.24167,279.89444,270.95333,258.23542000000003,256.4,255.0925,206.64889,4.868519999999999,3.76324,3.5611099999999998,3.54295,2.87012,72.0,0.0,4102.189905073639,251.16920373158757,680.0,3.4884611629387163,56.974859792689436,9.444444444444445
51,8bbdac2a-7ca4-466a-95c1-adcd47959447,0,M,20,10,1,0,9,701.0,379.06667000000004,239.48333,233.72222000000002,228.32667,227.55625,224.855,217.84667000000002,199.23889,3.66022,3.0443599999999997,2.9980700000000002,2.90462,2.65652,75.0,0.0,5095.222310965619,214.32728225859248,701.0,2.857697096781233,67.93629747954158,9.346666666666666
52,aa6dbd8c-b8a9-4f06-869e-501a29f46e1c,35,M,387,360,0,0,27,1312.0,817.26667,446.10832999999997,402.44444,369.55332999999996,338.61458,328.655,315.01667000000003,305.52277999999995,7.23681,5.13269,4.56465,4.37523,4.24337,72.0139534883721,0.5583206016296748,18315.208281505707,299.56388962356795,1312.0,4.159803414652658,254.3286043094831,18.218691468061746
55,5f069fe0-3da9-4c8f-84c1-68714a5ad533,30,M,98,98,0,0,0,1167.0,841.26667,365.95833,341.64444,322.86667,280.74582999999996,272.39833,258.97583,251.11944,8.07601,4.89192,4.19074,3.9238800000000005,3.80484,65.28571428571429,0.4540766091864998,17297.92129296233,244.41963675941082,1167.0,3.7438456396408655,264.9572189294011,17.875273522975927
56,bfd86101-64a6-45a7-985e-34289ee3d1af,22,M,3,1,0,0,2,284.0,156.73333,138.98333,137.52222,137.46,136.15417,135.91333,128.38917,100.72610999999999,1.93943,1.88228,1.8611,1.75807,1.37927,73.02837,0.0,3909.6626808510628,126.05054978723406,284.0,1.7260490654143599,53.53621723791813,3.8888996153138846
57,f58053c0-266c-4ef0-b0d0-983f9cde16ec,40,M,431,423,0,0,8,2000.0,867.8666699999999,386.35832999999997,374.70556,366.75667000000004,314.20625,313.555,308.2,278.94,6.259469999999999,4.3975599999999995,3.7823300000000004,3.7177300000000004,3.36478,83.08167053364271,1.0720391319825064,10829.794369885436,297.9348875286416,2000.0,3.586048349954605,130.35118697450923,24.072698432202674
59,e7cb2025-3cbe-4bb4-8a66-f1706357ab6c,37,M,260,5,13,0,242,962.1909300000001,534.50618,353.58486,330.91641,314.62006,304.06408999999996,296.60958,284.02367000000004,267.87575,4.87866,4.08597,3.85207,3.68862,3.47891,77.0,0.0,12088.326235679182,274.77909108019645,962.1909300000001,3.568559624418136,156.99124981401536,12.495986103896104
60,db4fe9d2-9e2e-4340-93bd-409b5f1f4328,0,M,23,23,0,0,0,604.0,438.8,296.225,277.42778,260.42332999999996,243.22707999999997,233.59167000000002,221.10582999999997,214.22667,4.1502,3.0638,2.7481400000000002,2.60125,2.52031,85.0,0.0,13722.834864157121,210.2750639607201,604.0,2.473824281890825,161.4451160489073,7.105882352941176
61,0db62999-da8c-4f44-a080-4ec473daeb0d,38,M,231,197,15,8,11,1602.0,935.5333300000001,369.55,338.98888999999997,312.35332999999997,289.78958,285.12,267.44667000000004,258.16111,7.141539999999999,4.66199,4.25552,3.99174,3.85315,67.0,0.0,16613.580540098133,254.33767497545017,1602.0,3.796084701126122,247.9638886581811,23.91044776119403
62,b4cf4566-7df1-43c3-92f8-e2b7a740dc88,44,M,453,394,0,0,59,1106.0,862.73333,442.25833,409.23888999999997,382.48667,375.8875,369.29,336.1025,320.22056000000003,7.44232,5.309130000000001,4.99678,4.60414,4.51611,71.68167770419427,1.3466591938538792,22665.304566284787,320.45722842880525,1106.0,4.470559823546854,316.19383491297083,15.42932636934201
63,abf4bf77-5b84-4dd9-a3e8-7bac69f88718,33,M,173,31,39,0,103,1518.0,546.93333,409.79167,418.42778,407.76,401.01042,399.8,373.10332999999997,351.28333,6.7698100000000005,5.9095699999999995,5.7942,5.40729,5.09106,69.1271676300578,1.2358555838213352,15653.172765957424,362.9241085106383,1518.0,5.250093717897854,226.44024487922357,21.959528388661262
64,6348c738-4dfd-469d-91db-db7a21b1ac63,38,M,515,220,199,88,8,1242.0,731.8,365.56667000000004,345.57777999999996,312.5,293.60208,285.55667,271.68917000000005,265.84778,5.9425099999999995,4.52899,4.1385,3.9375199999999997,3.85287,69.0,0.0,16232.695787233999,258.35903319148946,1242.0,3.7443338143694125,235.25646068455072,18.0
65,5dd99508-9c41-4912-b455-55cd5647cfc8,25,M,96,96,0,0,0,1422.0,1038.93333,372.19167000000004,350.34443999999996,328.03333,296.53125,289.26167000000004,257.67332999999996,244.55056000000002,6.9229199999999995,4.556019999999999,4.017519999999999,3.5788,3.3965400000000003,72.22916666666667,0.7018646843143763,24820.60712602295,239.38193849427165,1422.0,3.3142004752596015,343.63690281197046,19.687337755985
67,08e0df73-4bb4-41fa-a3b3-56374c9bc0ad,44,M,229,228,0,0,1,1014.0,725.13333,339.8,333.2,324.20667000000003,307.86667,294.615,252.23167,243.12332999999998,4.89089,4.32276,3.9282,3.36309,3.2416400000000003,75.0,0.0,28226.187240589177,233.45294985270053,1014.0,3.1127059980360072,376.3491632078557,13.52
68,38bd3c8e-96c8-4279-9e24-e3e69d7118e5,38,M,1472,503,747,108,114,1433.0,761.06667,293.29167,288.32777999999996,279.43332999999996,267.29375,254.79,251.28332999999998,229.49277999999998,5.03333,4.23384,3.86045,3.80732,3.47716,66.3366168478261,0.7066049235240671,8553.810422258626,244.06453443535187,1433.0,3.679182720385447,128.94553308138657,21.601945774341377
69,aeef0bc8-af99-4d5b-bfca-eddf457ac768,50,M,55,12,0,0,43,1960.0,753.73333,308.28333,300.04444,280.60332999999997,257.57917000000003,248.24,218.12167000000002,211.50832999999997,4.60706,3.30122,2.92047,2.5661400000000003,2.48833,85.0,0.0,23275.808582651385,201.3141343371522,1960.0,2.368401580437085,273.8330421488398,23.058823529411764
70,848f1a9a-6343-41c8-b090-72383b3f3279,43,M,215,215,0,0,0,2122.0,727.26667,373.86667,327.65556000000004,294.15667,283.98125,274.86332999999996,257.54332999999997,254.36167000000003,5.87801,4.08551,3.81755,3.5769900000000003,3.5328,72.0,0.0,17155.62360392799,244.16117901800328,2122.0,3.3911274863611567,238.2725500545554,29.47222222222222
71,8cf6f469-0746-4d89-b835-36f4fab70e4d,38,M,960,959,0,0,1,1455.0,1034.8,516.00833,453.06667000000004,433.66,400.55625,391.31833,376.40667,374.15556000000004,8.36435,5.48937,5.1178300000000005,4.76464,4.73615,78.8484375,1.5783987795380268,17197.726605564647,362.40125860883796,1455.0,4.59617552483317,218.11119092327792,18.4531240711016
72,d57f2dbb-29a4-4bde-8f07-161570f414d9,54,M,63,20,20,15,8,345.376,279.96667,228.95397000000003,221.20148999999998,212.53062000000003,203.49438,201.52395,195.90282,188.2137,3.35722,2.87204,2.7233,2.6473400000000002,2.54343,72.01587301587301,11.063587564170431,5714.740163666123,191.31396908346974,345.376,2.656552799704341,79.3538969166775,4.795831606788627
73,69215d1d-cd66-4c5a-8ffe-e95f7b29faa6,0,M,14,6,0,0,8,571.0,408.0,265.4,257.68332999999996,256.64,255.11458,254.19332999999997,236.06082999999998,220.49777999999998,3.6902199999999996,3.4218699999999997,3.38924,3.14748,2.93997,74.69285714285716,1.1492233402234242,9436.173486088373,230.43995847790507,571.0,3.0851672742571195,126.33301023738854,7.644639954097731
74,778b4e15-39bf-4e02-a5fd-1cbb928cfa77,63,F,61,61,0,0,0,769.0,289.2,176.20833000000002,172.55,158.87333,148.15,144.33833,142.02083000000002,126.91833000000001,3.6601199999999996,2.83702,2.57747,2.53609,2.2664,56.0,0.0,5597.879970540103,136.91360736497546,769.0,2.444885845803133,99.96214233107328,13.732142857142858
75,d828f947-a67a-4472-8b25-fd6d967b2d48,43,M,305,93,56,25,131,2090.0,859.2,390.87338,371.61111,341.84333,310.23542000000003,296.10332999999997,290.6225,287.45944,7.22535,4.814690000000001,4.17047,4.0932699999999995,4.048719999999999,71.0,0.0,15388.841204582655,276.68968885433713,2090.0,3.897037871187847,216.74424231806557,29.43661971830986
77,6c861b3e-be93-4ea1-9f0b-6aeffa11377b,45,M,267,20,0,0,247,1000.0,1000.0,680.80518,587.01873,485.37753,438.23510999999996,429.22087999999997,412.88536,351.58041000000003,12.01032,6.22279,5.5743,5.36215,4.565980000000001,77.00486891385769,0.5379705333769672,30578.637358428823,384.83603039279865,1007.0,4.997554515978718,397.10005081153946,13.077095178572295
78,87a4add7-0f2e-4548-b625-f2f976a4980b,26,M,1069,239,13,0,817,1473.0,978.9333300000001,582.01667,502.29444000000007,458.74167,385.93958,378.59833,370.34,348.45667000000003,9.52105,6.0520000000000005,4.98156,4.87289,4.58496,76.02289242282508,1.4822991955347553,21817.487597381376,349.57766065466444,1473.0,4.598320972982441,286.9857605000951,19.375742661926754
79,feec0275-05ea-4e1e-a73d-480faff35898,38,M,632,504,125,0,3,1369.0,1000.0,544.5881,425.26667000000003,335.23,267.97292000000004,248.02399,238.08752,221.04225,8.98051,4.1386400000000005,3.0810400000000002,2.95761,2.74587,80.9881329113924,0.07617018267090422,32156.826441898505,207.7508595253683,1369.0,2.5652012468624834,397.056028900934,16.90371108441032
80,f3b574f2-1cb3-4058-9db3-e9afd7c76c71,52,M,274,257,0,0,17,691.0,453.06667000000004,307.22832,288.22222,238.82667,226.0625,223.69832999999997,214.53667000000002,191.72556,6.11749,4.1177,3.85687,3.6989099999999997,3.3056099999999997,58.0,0.0,13453.318340425554,202.53647489361703,691.0,3.492008187820983,231.95376449009575,11.913793103448276
81,494b6ee1-1e0e-4575-a0fb-0e7e65c549e6,51,M,134,118,0,0,16,1328.0,853.0,435.74167,374.57222,352.515,346.11771,325.96833,297.455,293.31806,6.8613,4.0519,3.7467599999999996,3.4190199999999997,3.3714699999999995,87.0,0.0,24153.573142389505,280.27325440261865,1328.0,3.221531659800214,277.62727749872994,15.264367816091953
82,09684437-c319-4369-ace4-d0335d9c2b27,45,M,735,220,80,0,435,1782.0,824.06667,460.24167,429.01667000000003,411.41,395.48958,383.79167,356.435,346.18444,8.223310000000001,5.79555,5.40649,5.02112,4.87672,70.98720000000002,1.4220531839044084e-14,21517.866127659538,341.0502180851064,1782.0,4.80439034199273,303.1231845693242,25.103117181689086
84,6c860674-95ce-4d9f-82ca-93903ee50c96,29,M,579,0,6,3,570,1352.0,861.5333300000001,436.88333,405.24444,385.03,356.15625,337.97667,325.225,280.70056,6.649539999999999,5.274380000000001,4.62982,4.45514,3.84521,73.07288428324698,0.2752924938582628,18602.623512274993,309.9774419312602,1352.0,4.242031021106513,254.57628633033053,18.502075198774733
86,bc3dd711-a083-4f7f-8943-d5924858bba6,0,M,3021,2279,231,86,425,930.0,833.6666700000001,452.71705999999995,441.51477,368.84667,367.23125,337.75333,325.77861,297.11528,7.593,5.4505,4.98161,4.7908599999999995,4.42136,67.90068520357497,0.7126299769045504,25238.27666121113,304.2182446972177,930.0,4.48034130708891,371.6939907976413,13.696474449583839
88,841e8de3-a6f1-45ee-ada9-b291e8fdae90,49,M,324,321,0,0,3,1864.0,703.6666700000001,408.13333,407.42222000000004,383.80667,320.67708,300.16667,289.21583,282.27111,6.46791,5.72846,4.4801,4.31665,4.213,67.0,0.0,23478.809725040977,268.4978687397708,1864.0,4.007430876712998,350.429995896134,27.82089552238806
89,fd127124-5221-4687-882c-ba917c87e40c,0,M,77,73,3,0,1,1431.0,922.73333,429.625,364.50556,307.39,282.72292000000004,279.75833,259.0925,223.52,6.37298,3.63562,3.30881,3.06438,2.64365,84.51191844155844,0.330829832673858,21830.627538461587,240.9599553846153,1431.0,2.8511949536590344,258.31418740728117,16.932522967036455
90,e2b0988d-9c83-4793-a941-bd35590ff917,58,M,195,191,0,0,4,1237.0,935.26667,416.80832999999996,381.83889,363.94667000000004,330.47708,323.20833,288.48,277.04,7.272469999999999,4.69609,4.1704300000000005,3.72232,3.57471,77.5,0.0,26018.58817021278,269.66936744680845,1237.0,3.4796047412491413,335.7237183253262,15.961290322580645
91,3cbfbe79-bca0-4cbb-9f47-aeeed28935ea,49,M,316,218,0,0,98,1115.0,918.73333,389.18332999999996,337.3,300.47,278.47917,280.26,254.3875,238.29611,4.470680000000001,2.78213,2.595,2.35544,2.20645,108.0,0.0,19769.923718494305,239.31923037643207,1115.0,2.2159187997817784,183.05484924531763,10.324074074074074
92,22066cfa-2ce8-495b-81a2-a94b9a31922d,57,M,294,278,1,0,15,626.0,528.4,263.7,245.76111,221.22332999999998,207.87292,204.99667,197.82667,191.05,4.36667,2.69785,2.4999599999999997,2.41252,2.3298799999999997,82.0,0.0,9435.932307692288,189.70011307692312,626.0,2.313416013133209,115.07234521575961,7.634146341463414
93,b04578c5-d91f-4760-b2f2-d17cab0da031,0,M,2299,783,90,0,1426,1227.0,988.2,447.14167000000003,404.54444,376.18,343.24167,334.99667,297.88917000000004,272.485,9.5792,5.97504,5.343999999999999,4.67093,4.24242,65.23444549804262,1.022937826170359,28807.928592471377,276.7509318821604,1227.0,4.2424049100021,441.6060928016284,18.809081469648063
95,aa00f192-c83b-4df7-b6b5-fd225c80fd83,38,M,223,170,29,22,2,2000.0,743.4,318.23332999999997,294.06111,287.81667000000004,278.98542000000003,269.16167,252.03667000000002,227.94943999999998,4.73496,3.4593300000000005,3.23512,3.0365900000000003,2.73978,82.11569506726457,0.33541064830082057,13499.145073649765,242.59692158756138,2000.0,2.954330732862209,164.39177751088903,24.355879815201128
96,06b4cfdc-cb2d-48ce-bde1-041db83e43c8,21,M,668,411,140,2,115,1273.0,915.8666699999999,453.94167000000004,373.94444,359.27333,328.90625,322.83833,300.55417,289.21861,8.45706,5.176880000000001,4.65187,4.330769999999999,4.16744,69.39963,0.0,18753.203479541757,286.3984501145663,1273.0,4.126800821770466,270.2205109673028,18.343037275558963
